iterations	timeStamps	Strategy	Node Destroy Operator	Node Repair Operator	Path Destroy Operator	Path Repair Operator	New Cost	Current Cost	Best Cost	Cumulative Known Solutions
1	0.069	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343308	343308	343270	1
2	0.13	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343278	343278	343270	2
3	0.197	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343304	343304	343270	3
4	0.264	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343273	343273	343270	4
5	0.334	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343308	343308	343270	4
6	0.404	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343308	343308	343270	4
7	0.468	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343278	343278	343270	4
8	0.531	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343304	343304	343270	4
9	0.593	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343273	343273	343270	4
10	0.662	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343308	343308	343270	4
11	0.736	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343308	343308	343270	4
12	0.803	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343278	343278	343270	4
13	0.871	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343304	343304	343270	4
14	0.933	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343273	343273	343270	4
15	0.997	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Random Insert	343308	343273	343270	4
16	1.025	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Random Insert	343301	343270	343270	5
17	1.122	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Random Insert	343334	343270	343270	6
18	1.22	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Random Insert	343334	343270	343270	6
19	1.315	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Random Insert	343334	343270	343270	6
20	1.418	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Random Insert	343334	343270	343270	6
21	1.519	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	343339	343270	343270	7
22	1.615	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	343339	343270	343270	7
23	1.711	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	343339	343270	343270	7
24	1.809	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	343339	343270	343270	7
25	1.902	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	343339	343270	343270	7
26	2.002	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	343339	343339	343270	7
27	2.026	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343346	343346	343270	8
28	2.054	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343331	343331	343270	9
29	2.076	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343337	343337	343270	10
30	2.102	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343352	343352	343270	11
31	2.122	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	12
32	2.145	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	13
33	2.17	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343280	343280	343270	14
34	2.194	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343287	343287	343270	15
35	2.217	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343289	343289	343270	16
36	2.237	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	17
37	2.26	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	17
38	2.286	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343291	343291	343270	18
39	2.312	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343287	343287	343270	18
40	2.335	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343278	343278	343270	19
41	2.355	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	19
42	2.376	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	19
43	2.402	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343280	343280	343270	19
44	2.427	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343287	343287	343270	19
45	2.452	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343289	343289	343270	19
46	2.47	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	19
47	2.496	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	19
48	2.522	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343291	343291	343270	19
49	2.547	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343287	343287	343270	19
50	2.567	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343278	343278	343270	19
51	2.588	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	19
52	2.61	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	19
53	2.636	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343280	343280	343270	19
54	2.659	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343287	343287	343270	19
55	2.685	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343289	343289	343270	19
56	2.705	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	19
57	2.732	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	19
58	2.761	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343291	343291	343270	19
59	2.785	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343287	343287	343270	19
60	2.807	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343278	343278	343270	19
61	2.829	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	19
62	2.851	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	19
63	2.877	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343280	343280	343270	19
64	2.9	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343287	343287	343270	19
65	2.925	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343289	343289	343270	19
66	2.945	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343277	343277	343270	19
67	2.966	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343282	343282	343270	19
68	2.991	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Node-Frequency Insert	343291	343291	343270	19
69	3.166	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343332	343332	343270	20
70	3.313	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	335319	335319	335319	21
71	3.414	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343328	335319	335319	22
72	3.516	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343328	335319	335319	22
73	3.616	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343328	335319	335319	22
74	3.739	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343328	335319	335319	22
75	3.841	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343328	335319	335319	22
76	3.95	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343328	335319	335319	22
77	4.047	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	343347	335319	335319	23
78	4.113	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343280	335319	335319	24
79	4.203	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	351258	335319	335319	25
80	4.277	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343282	335319	335319	26
81	4.378	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	335454	335319	335319	27
82	4.459	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343290	335319	335319	28
83	4.526	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343368	335319	335319	29
84	4.607	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343290	335319	335319	29
85	4.672	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343368	335319	335319	29
86	4.762	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343290	335319	335319	29
87	4.832	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343368	335319	335319	29
88	4.915	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343290	335319	335319	29
89	4.987	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	343368	335319	335319	29
90	5.081	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
91	5.181	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
92	5.282	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
93	5.379	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
94	5.478	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
95	5.578	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
96	5.679	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
97	5.777	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
98	5.876	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
99	5.975	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	343317	335319	335319	30
100	6.133	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335321	335321	335319	31
101	6.298	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335321	335321	335319	31
102	6.438	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335316	335316	335316	32
103	6.582	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335323	335323	335316	33
104	6.74	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335312	335312	335312	34
105	6.884	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335328	335328	335312	35
106	7.043	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335311	335311	335311	36
107	7.139	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335496	335311	335311	37
108	7.235	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335491	335311	335311	38
109	7.328	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335496	335311	335311	39
110	7.419	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335494	335311	335311	40
111	7.513	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	335496	335311	335311	40
112	7.619	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	335500	335311	335311	41
113	7.701	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	335306	335306	335306	42
114	7.779	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	335491	335306	335306	43
115	7.856	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	335310	335310	335306	44
116	7.923	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353276	335310	335306	45
117	7.983	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	351259	335310	335306	46
118	8.079	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353288	353288	353288	47
119	8.161	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353273	353273	353273	48
120	8.241	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353284	353284	353273	49
121	8.323	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353285	353285	353273	50
122	8.403	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353283	353283	353273	51
123	8.484	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353273	353273	353273	52
124	8.57	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353284	353284	353273	52
125	8.659	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353284	353284	353273	52
126	8.748	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353285	353285	353273	52
127	8.836	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353283	353283	353273	52
128	8.922	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353273	353273	353273	52
129	9.006	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353284	353284	353273	52
130	9.11	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353280	353280	353273	53
131	9.215	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353285	353285	353273	54
132	9.321	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353280	353280	353273	55
133	9.431	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353273	353273	353273	55
134	9.531	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353280	353280	353273	55
135	9.637	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353280	353280	353273	55
136	9.741	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353285	353285	353273	55
137	9.844	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353289	353289	353273	56
138	9.952	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353285	353285	353273	56
139	10.053	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353289	353289	353273	56
140	10.139	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353292	353292	353273	57
141	10.235	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353316	353316	353273	58
142	10.329	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353317	353317	353273	59
143	10.429	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353285	353285	353273	60
144	10.525	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353294	353294	353273	61
145	10.611	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353291	353291	353273	62
146	10.704	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353299	353299	353273	63
147	10.795	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353308	353308	353273	64
148	10.883	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353308	353308	353273	65
149	10.978	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353314	353314	353273	66
150	11.028	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353289	353289	353273	67
151	11.07	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353292	353292	353273	68
152	11.122	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353282	353282	353273	69
153	11.168	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353292	353292	353273	69
154	11.217	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353282	353282	353273	69
155	11.277	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353273	70
156	11.317	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
157	11.357	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
158	11.398	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
159	11.436	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
160	11.473	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
161	11.511	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
162	11.553	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
163	11.589	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
164	11.629	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
165	11.667	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
166	11.707	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
167	11.749	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
168	11.785	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
169	11.824	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
170	11.862	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
171	11.9	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
172	11.941	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353311	353311	353269	71
173	11.979	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353269	353269	353269	71
174	12.008	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353308	353308	353269	72
175	12.03	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353319	353319	353269	73
176	12.058	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353281	353281	353269	74
177	12.085	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353281	353281	353269	75
178	12.111	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353319	353319	353269	76
179	12.135	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353308	353308	353269	77
180	12.163	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353269	353269	353269	78
181	12.189	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353281	353281	353269	79
182	12.218	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353308	353308	353269	79
183	12.243	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353319	353319	353269	79
184	12.275	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353281	353281	353269	79
185	12.299	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353269	353269	353269	79
186	12.325	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353308	353308	353269	79
187	12.351	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353281	353281	353269	79
188	12.38	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353319	353319	353269	79
189	12.468	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353315	353315	353269	80
190	12.561	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353279	353279	353269	81
191	12.655	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353297	353297	353269	82
192	12.734	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353303	353303	353269	83
193	12.819	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353318	353318	353269	84
194	12.909	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353297	353297	353269	84
195	13	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353273	353273	353269	85
196	13.057	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353307	353273	353269	86
197	13.123	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353283	353283	353269	87
198	13.172	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353318	353283	353269	87
199	13.236	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353269	353269	353269	88
200	13.284	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353304	353269	353269	89
201	13.344	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353283	353283	353269	89
202	13.396	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353318	353283	353269	89
203	13.459	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353269	353269	353269	89
204	13.507	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353304	353269	353269	89
205	13.573	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353283	353283	353269	89
206	13.624	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353318	353283	353269	89
207	13.647	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Random Insert	353269	353269	353269	89
208	13.666	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Random Insert	353304	353269	353269	90
209	13.69	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Random Insert	353283	353283	353269	90
210	13.711	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Random Insert	353304	353269	353269	90
211	13.735	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Random Insert	353283	353283	353269	90
212	13.761	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353302	353302	353269	91
213	13.789	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353288	353288	353269	92
214	13.813	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353270	353270	353269	93
215	13.837	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353283	353283	353269	93
216	13.86	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353302	353302	353269	93
217	13.891	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353288	353288	353269	93
218	13.914	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353270	353270	353269	93
219	13.939	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353284	353284	353269	94
220	13.965	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353288	353288	353269	94
221	13.993	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353302	353302	353269	94
222	14.023	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	95
223	14.056	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
224	14.086	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
