iterations	timeStamps	Strategy	Node Destroy Operator	Node Repair Operator	Path Destroy Operator	Path Repair Operator	New Cost	Current Cost	Best Cost	Cumulative Known Solutions
912	49.083	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	289
913	49.17	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	290
914	49.251	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	290
915	49.335	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	291
916	49.421	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
917	49.503	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
918	49.589	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
919	49.669	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
920	49.75	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
921	49.835	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
922	49.923	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
923	50.003	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	292
924	50.107	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353266	353266	353266	293
925	50.201	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	294
926	50.304	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353266	353266	353266	295
927	50.396	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	295
928	50.495	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353266	353266	353266	295
929	50.591	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	295
930	50.685	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	295
931	50.786	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353266	353266	353266	295
932	50.88	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	295
933	50.974	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353266	353266	353266	295
934	51.059	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353297	353297	353266	296
935	51.13	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353283	353283	353266	297
936	51.219	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353314	353314	353266	298
937	51.309	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353286	353286	353266	299
938	51.4	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353290	353290	353266	300
939	51.486	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353290	353290	353266	301
940	51.559	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353279	353279	353266	302
941	51.646	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353315	353315	353266	303
942	51.734	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353290	353290	353266	304
943	51.824	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353290	353290	353266	304
944	51.905	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353283	353283	353266	305
945	51.985	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353298	353298	353266	306
946	52.104	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353319	353319	353266	307
947	52.239	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353285	353285	353266	308
948	52.355	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353312	353312	353266	309
949	52.488	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353285	353285	353266	309
950	52.608	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353282	353282	353266	310
951	52.75	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353294	353294	353266	311
952	52.911	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353282	353282	353266	311
953	53.055	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353294	353294	353266	311
954	53.169	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353289	353289	353266	312
955	53.258	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353299	353266	353266	313
956	53.35	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353267	353267	353266	314
957	53.449	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Node-Frequency Insert	353293	353267	353266	315
958	53.534	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Node-Frequency Insert	353283	353267	353266	316
959	53.633	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Node-Frequency Insert	353288	353267	353266	317
960	53.69	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353305	353266	353266	318
961	53.772	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353286	353266	353266	319
962	53.83	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353305	353266	353266	319
963	53.907	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353286	353266	353266	319
964	53.964	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353305	353266	353266	319
965	54.052	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353286	353286	353266	319
966	54.183	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353286	353286	353266	319
967	54.312	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353286	353286	353266	319
968	54.44	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353286	353286	353266	319
969	54.569	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353286	353286	353266	319
970	54.668	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	319
971	54.768	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	319
972	54.869	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	319
973	54.967	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	319
974	55.015	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
975	55.06	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
976	55.111	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
977	55.162	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
978	55.21	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
979	55.253	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
980	55.303	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
981	55.35	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
982	55.396	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
983	55.443	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
984	55.49	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
985	55.537	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
986	55.583	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
987	55.63	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
988	55.677	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
989	55.723	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
990	55.771	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
991	55.817	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
992	55.862	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
993	55.91	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
994	55.957	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353332	353266	353266	320
995	56.031	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353304	353266	353266	321
996	56.127	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353266	353266	353266	321
997	56.228	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353268	353268	353266	322
998	56.346	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	323
999	56.464	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353266	324
1000	56.569	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353266	325
1001	56.687	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	326
1002	56.799	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353267	353267	353266	327
1003	56.912	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353266	353266	353266	327
1004	57.018	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353266	327
1005	57.056	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	328
1006	57.092	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1007	57.13	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1008	57.161	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1009	57.194	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1010	57.23	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1011	57.262	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1012	57.301	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1013	57.335	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1014	57.368	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1015	57.405	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1016	57.442	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1017	57.479	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1018	57.515	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1019	57.553	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1020	57.59	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1021	57.623	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1022	57.658	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1023	57.69	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1024	57.728	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1025	57.764	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1026	57.796	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1027	57.833	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1028	57.866	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1029	57.901	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1030	57.938	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353299	353299	353266	329
1031	57.971	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353275	353275	353266	329
1032	58.008	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353304	353304	353266	330
1033	58.043	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353283	353283	353266	331
1034	58.082	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353304	353304	353266	331
1035	58.119	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353304	353304	353266	331
1036	58.156	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353283	353283	353266	331
1037	58.193	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353304	353304	353266	331
1038	58.228	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353283	353283	353266	331
1039	58.266	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353304	353304	353266	331
1040	58.301	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353304	353304	353266	331
1041	58.337	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	332
1042	58.376	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353304	353304	353266	332
1043	58.413	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	332
1044	58.458	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353304	353304	353266	332
1045	58.496	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	333
1046	58.531	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	334
1047	58.566	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	334
1048	58.605	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	334
1049	58.643	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	334
1050	58.678	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	334
1051	58.711	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	334
1052	58.747	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	334
1053	58.781	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	334
1054	58.816	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	334
1055	58.85	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	334
1056	58.884	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	334
1057	58.92	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353266	334
1058	58.955	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353278	353278	353266	334
1059	58.981	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353266	335
1060	59.009	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353271	353271	353266	336
1061	59.025	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353271	353271	353266	337
1062	59.047	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353266	353266	353266	338
1063	59.064	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353266	353266	353266	339
1064	59.086	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353270	353270	353266	340
1065	59.107	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353267	353267	353266	341
1066	59.128	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353271	353271	353266	341
1067	59.15	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353270	353270	353266	342
1068	59.172	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353266	353266	353266	342
1069	59.189	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353267	353267	353266	342
1070	59.212	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353270	353270	353266	342
1071	59.232	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path K-max Length Insert	353271	353271	353266	342
1072	59.252	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	342
1073	59.269	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	342
1074	59.292	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1075	59.31	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1076	59.33	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353271	353271	353266	343
1077	59.349	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1078	59.373	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	343
1079	59.392	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1080	59.416	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1081	59.436	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353271	353271	353266	343
1082	59.454	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1083	59.472	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	343
1084	59.494	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1085	59.514	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1086	59.535	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353271	353271	353266	343
1087	59.553	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1088	59.574	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	343
1089	59.591	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1090	59.614	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1091	59.633	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353271	353271	353266	343
1092	59.653	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1093	59.671	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	343
1094	59.694	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1095	59.714	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1096	59.734	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353271	353271	353266	343
1097	59.755	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1098	59.775	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	343
1099	59.792	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1100	59.816	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1101	59.835	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353271	353271	353266	343
1102	59.855	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1103	59.873	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	343
1104	59.894	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1105	59.912	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353266	343
1106	59.935	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353271	353271	353266	343
1107	59.957	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353270	353270	353266	343
1108	59.978	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353266	353266	353266	343
1109	60.043	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353319	353319	353266	344
